3
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
1	0.4	4.95
